type,obfuscated_package,obfuscated_class,meaningful_name,notes
class,com.corrodinggames.rts.gameFramework.m,p$25,EffectConfig$25,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$26,EffectConfig$26,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$27,EffectConfig$27,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$28,EffectConfig$28,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$29,EffectConfig$29,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$3,EffectConfig$3,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$30,EffectConfig$30,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$31,EffectConfig$31,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$32,EffectConfig$32,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$33,EffectConfig$33,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$34,EffectConfig$34,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$35,EffectConfig$35,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$36,EffectConfig$36,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$37,EffectConfig$37,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$38,EffectConfig$38,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$39,EffectConfig$39,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$4,EffectConfig$4,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$40,EffectConfig$40,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$41,EffectConfig$41,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$42,EffectConfig$42,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$43,EffectConfig$43,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$44,EffectConfig$44,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$45,EffectConfig$45,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$46,EffectConfig$46,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$47,EffectConfig$47,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$48,EffectConfig$48,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$49,EffectConfig$49,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$5,EffectConfig$5,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$50,EffectConfig$50,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$51,EffectConfig$51,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$52,EffectConfig$52,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$53,EffectConfig$53,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$54,EffectConfig$54,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$55,EffectConfig$55,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$56,EffectConfig$56,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$57,EffectConfig$57,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$58,EffectConfig$58,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$59,EffectConfig$59,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$6,EffectConfig$6,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$60,EffectConfig$60,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$61,EffectConfig$61,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$62,EffectConfig$62,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$63,EffectConfig$63,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$64,EffectConfig$64,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$65,EffectConfig$65,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$66,EffectConfig$66,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$67,EffectConfig$67,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$68,EffectConfig$68,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$69,EffectConfig$69,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$7,EffectConfig$7,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$70,EffectConfig$70,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$71,EffectConfig$71,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$72,EffectConfig$72,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$8,EffectConfig$8,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.m,p$9,EffectConfig$9,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.rendering.EffectConfig); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.rendering"
class,com.corrodinggames.rts.gameFramework.utility,g$1,RingBuffer$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.utility.RingBuffer); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.utility"
class,com.corrodinggames.rts.gameFramework.utility,m$1,CustomArrayList$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.utility.CustomArrayList); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.utility"
class,com.corrodinggames.rts.gameFramework.utility,o$1,DequeList$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.utility.DequeList); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.utility"
class,com.corrodinggames.rts.gameFramework.utility,s$1,TypedObjectList$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.utility.TypedObjectList); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.utility"
class,com.corrodinggames.rts.gameFramework.utility,u$1,UnitRegistry$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.utility.UnitRegistry); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.utility"
class,com.corrodinggames.rts.game.units.custom,ag,ModLoader,Rule E 反向指纹匹配 (v19.88): 202 共串 J=0.99; 03 custom/ModLoader.java (630 编译错误文件); INI-PARSING.md 加载器. real_pkg: com.corrodinggames.rts.game.units.custom
class,com.corrodinggames.rts.gameFramework.utility.a,a,SAFFileManager,Rule E 反向指纹匹配 (v19.88): 27 共串 J=1.0; 03 utility/filesystem/SAFFileManager.java. real_pkg: com.corrodinggames.rts.gameFramework.utility.filesystem
class,com.corrodinggames.rts.gameFramework.utility,ag,NetworkException,"Rule E 反向指纹匹配 (v19.88): 其 $1 与 03 utility/NetworkException$1.java J=1.0 (外类缺失于 03, jar $ 归属证明). real_pkg: com.corrodinggames.rts.gameFramework.utility"
class,com.corrodinggames.rts.gameFramework.utility,ag$1,NetworkException$1,Rule E 反向指纹匹配 (v19.88): 与 03 utility/NetworkException$1.java J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.utility
class,com.corrodinggames.rts.game.units.custom.f,b,ActionFilter,Rule E 反向指纹匹配 (v19.88): 其 $1 与 03 custom/config/ActionFilter$1.java J=1.0; UNIT-ACTIONS.md 有 ActionFilter. real_pkg: com.corrodinggames.rts.game.units.custom.config
class,com.corrodinggames.rts.game.units.custom.f,b$1,ActionFilter$1,Rule E 反向指纹匹配 (v19.88): 与 03 custom/config/ActionFilter$1.java J=1.0 (int parseIndex/currentChar 解析器结构吻合). real_pkg: com.corrodinggames.rts.game.units.custom.config
class,com.corrodinggames.rts.java.c,a,SAFFileManager,Rule E 反向指纹匹配 (v19.88): PKG_MAP java.c->java.input; 其 $1 与 03 java/input/SAFFileManager$1.java J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java.c,a$1,SAFFileManager$1,Rule E 反向指纹匹配 (v19.88): 与 03 java/input/SAFFileManager$1.java J=1.0. real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.gameFramework.j,aj,ServerInfo,"Rule E 反向指纹匹配 (v19.88): 唯一字符串 ""Active ban"" 与 03 network/ServerInfo.java 一致 + 方法数 2/2 (证据较弱, 待交叉验证). real_pkg: com.corrodinggames.rts.gameFramework.network"
class,com.corrodinggames.rts.gameFramework.b,ae,ae,"Rule E 反向指纹匹配 (v19.88): 包改名恒等 (b->opengl PKG_MAP); 03 opengl/ae.java 存在, 索引一致性补录. real_pkg: com.corrodinggames.rts.gameFramework.opengl"
class,com.corrodinggames.librocket.scripts,Debug$1,DebugUI$1,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Mods$1,ModsUI$1,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Multiplayer$1,MultiplayerUI$1,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Multiplayer$DropdownOption,MultiplayerUI$DropdownOption,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$1,MainUIController$1,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$10,MainUIController$10,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$11,MainUIController$11,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$2,MainUIController$2,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$3,MainUIController$3,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$4,MainUIController$4,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$5,MainUIController$5,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$6,MainUIController$6,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$7,MainUIController$7,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$8,MainUIController$8,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$9,MainUIController$9,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$TableCell,MainUIController$TableCell,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$TableData,MainUIController$TableData,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,Root$TableRow,MainUIController$TableRow,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,ScriptEngine$1,UIScriptEngine$1,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,ScriptEngine$Action,UIScriptEngine$Action,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.librocket.scripts,ScriptEngine$RunnableAction,UIScriptEngine$RunnableAction,RENAMED-CASCADE 补录 (v19.88): 外类改名级联 (03 已有文件). real_pkg: com.corrodinggames.librocket.scripts
class,com.corrodinggames.rts.game.units.custom.a.a,d,d,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a.a->com.corrodinggames.rts.game.units.custom.actions.base); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.actions.base
class,com.corrodinggames.rts.game.units.custom.a.a,e,e,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a.a->com.corrodinggames.rts.game.units.custom.actions.base); 5 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.actions.base
class,com.corrodinggames.rts.game.units.custom.a.a,f,f,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a.a->com.corrodinggames.rts.game.units.custom.actions.base); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.actions.base
class,com.corrodinggames.rts.game.units.custom.a.a,g,g,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a.a->com.corrodinggames.rts.game.units.custom.actions.base); 4 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.actions.base
class,com.corrodinggames.rts.game.units.custom.a.a,o,o,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a.a->com.corrodinggames.rts.game.units.custom.actions.base); 2 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.actions.base
class,com.corrodinggames.rts.game.units.custom.a,c,c,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a->com.corrodinggames.rts.game.units.custom.actions); 3 共串 J=0.6. real_pkg: com.corrodinggames.rts.game.units.custom.actions
class,com.corrodinggames.rts.game.units.custom.a,g,g,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.a->com.corrodinggames.rts.game.units.custom.actions); 3 共串 J=0.6. real_pkg: com.corrodinggames.rts.game.units.custom.actions
class,com.corrodinggames.rts.game.units.custom.f,a,a,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.f->com.corrodinggames.rts.game.units.custom.config); 8 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.config
class,com.corrodinggames.rts.game.units.custom.f,e,e,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.f->com.corrodinggames.rts.game.units.custom.config); 3 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.config
class,com.corrodinggames.rts.game.units.custom.d,c,c,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.game.units.custom.d->com.corrodinggames.rts.game.units.custom.resources); 5 共串 J=1.0. real_pkg: com.corrodinggames.rts.game.units.custom.resources
class,com.corrodinggames.rts.gameFramework.b.a,b,b,Rule E --all03 (v19.88): 包改名恒等 (com.corrodinggames.rts.gameFramework.b.a->com.corrodinggames.rts.gameFramework.opengl.batch); 4 共串 J=1.0. real_pkg: com.corrodinggames.rts.gameFramework.opengl.batch
