jar_fqn,status,file_03
com.corrodinggames.rts.gameFramework.f.w,semantic-hit,com/corrodinggames/rts/gameFramework/ui/MenuItemImpl.java
com.corrodinggames.rts.gameFramework.f.x,semantic-hit,com/corrodinggames/rts/gameFramework/ui/BridgeUnit.java
com.corrodinggames.rts.gameFramework.f.y,semantic-hit,com/corrodinggames/rts/gameFramework/ui/StatsPanel.java
com.corrodinggames.rts.gameFramework.f.z,obf-hit,com/corrodinggames/rts/gameFramework/ui/z.java
com.corrodinggames.rts.gameFramework.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.gameFramework.g.a,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataFieldCollector.java
com.corrodinggames.rts.gameFramework.g.a$1,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataFieldCollector$1.java
com.corrodinggames.rts.gameFramework.g.b,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataField.java
com.corrodinggames.rts.gameFramework.g.c,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataFieldInt.java
com.corrodinggames.rts.gameFramework.g.d,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataFieldFloat.java
com.corrodinggames.rts.gameFramework.g.e,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataFieldLong.java
com.corrodinggames.rts.gameFramework.g.f,semantic-hit,com/corrodinggames/rts/gameFramework/audio/DataFieldProvider.java
com.corrodinggames.rts.gameFramework.h,semantic-hit,com/corrodinggames/rts/gameFramework/OSEnum.java
com.corrodinggames.rts.gameFramework.h.a,semantic-hit,com/corrodinggames/rts/gameFramework/steam/Localization.java
com.corrodinggames.rts.gameFramework.h.b,semantic-hit,com/corrodinggames/rts/gameFramework/steam/MultiResourceBundle.java
com.corrodinggames.rts.gameFramework.i,semantic-hit,com/corrodinggames/rts/gameFramework/CrashHandler.java
com.corrodinggames.rts.gameFramework.i.a,semantic-hit,com/corrodinggames/rts/gameFramework/mods/VersionChecker.java
com.corrodinggames.rts.gameFramework.i.b,semantic-hit,com/corrodinggames/rts/gameFramework/mods/ModInfo.java
com.corrodinggames.rts.gameFramework.i.c,semantic-hit,com/corrodinggames/rts/gameFramework/mods/ModLoadEntry.java
com.corrodinggames.rts.gameFramework.j,semantic-hit,com/corrodinggames/rts/gameFramework/FileWatcher.java
com.corrodinggames.rts.gameFramework.j.a,semantic-hit,com/corrodinggames/rts/gameFramework/network/ChatSystem.java
com.corrodinggames.rts.gameFramework.j.aa,semantic-hit,com/corrodinggames/rts/gameFramework/network/MasterServerUpdate.java
com.corrodinggames.rts.gameFramework.j.ab,semantic-hit,com/corrodinggames/rts/gameFramework/network/MasterServerClient.java
com.corrodinggames.rts.gameFramework.j.ac,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetworkAuth.java
com.corrodinggames.rts.gameFramework.j.ad,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine.java
com.corrodinggames.rts.gameFramework.j.ad$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$1.java
com.corrodinggames.rts.gameFramework.j.ad$2,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$2.java
com.corrodinggames.rts.gameFramework.j.ad$3,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$3.java
com.corrodinggames.rts.gameFramework.j.ad$4,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$4.java
com.corrodinggames.rts.gameFramework.j.ad$5,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$5.java
com.corrodinggames.rts.gameFramework.j.ad$5$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$5$1.java
com.corrodinggames.rts.gameFramework.j.ad$6,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$6.java
com.corrodinggames.rts.gameFramework.j.ad$7,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$7.java
com.corrodinggames.rts.gameFramework.j.ad$8,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetEngine$8.java
com.corrodinggames.rts.gameFramework.j.ae,semantic-hit,com/corrodinggames/rts/gameFramework/network/PasswordManager.java
com.corrodinggames.rts.gameFramework.j.af,semantic-hit,com/corrodinggames/rts/gameFramework/network/UDPBroadcastListener.java
com.corrodinggames.rts.gameFramework.j.af$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/UDPBroadcastListener$1.java
com.corrodinggames.rts.gameFramework.j.ag,obf-hit,com/corrodinggames/rts/gameFramework/opengl/ag.java
com.corrodinggames.rts.gameFramework.j.ah,semantic-hit,com/corrodinggames/rts/gameFramework/network/MatchConfig.java
com.corrodinggames.rts.gameFramework.j.ai,semantic-hit,com/corrodinggames/rts/gameFramework/network/GameModeEnum.java
com.corrodinggames.rts.gameFramework.j.ai$1,inner-via-outer,com/corrodinggames/rts/game/units/custom/ai.java
com.corrodinggames.rts.gameFramework.j.ai$2,inner-via-outer,com/corrodinggames/rts/game/units/custom/ai.java
com.corrodinggames.rts.gameFramework.j.ai$3,inner-via-outer,com/corrodinggames/rts/game/units/custom/ai.java
com.corrodinggames.rts.gameFramework.j.aj,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerInfo.java
com.corrodinggames.rts.gameFramework.j.ak,semantic-hit,com/corrodinggames/rts/gameFramework/network/ChecksumCalculator.java
com.corrodinggames.rts.gameFramework.j.al,semantic-hit,com/corrodinggames/rts/gameFramework/network/ChecksumField.java
com.corrodinggames.rts.gameFramework.j.am,obf-hit,com/corrodinggames/rts/game/units/custom/am.java
com.corrodinggames.rts.gameFramework.j.an,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerConnector.java
com.corrodinggames.rts.gameFramework.j.ao,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerListener.java
com.corrodinggames.rts.gameFramework.j.ao$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerListener$1.java
com.corrodinggames.rts.gameFramework.j.ap,obf-hit,com/corrodinggames/rts/game/units/custom/ap.java
com.corrodinggames.rts.gameFramework.j.aq,semantic-hit,com/corrodinggames/rts/gameFramework/network/SecurityHasher.java
com.corrodinggames.rts.gameFramework.j.ar,semantic-hit,com/corrodinggames/rts/gameFramework/network/NetworkUtils.java
com.corrodinggames.rts.gameFramework.j.as,semantic-hit,com/corrodinggames/rts/gameFramework/network/OutputNetStream.java
com.corrodinggames.rts.gameFramework.j.at,semantic-hit,com/corrodinggames/rts/gameFramework/network/CompressedStream.java
com.corrodinggames.rts.gameFramework.j.au,semantic-hit,network/reliableudp/core/Packet.java
com.corrodinggames.rts.gameFramework.j.av,semantic-hit,com/corrodinggames/rts/gameFramework/network/KeepAliveTimer.java
com.corrodinggames.rts.gameFramework.j.aw,semantic-hit,com/corrodinggames/rts/gameFramework/network/ByteArrayPacketBuilder.java
com.corrodinggames.rts.gameFramework.j.ax,semantic-hit,com/corrodinggames/rts/gameFramework/network/TextStream.java
com.corrodinggames.rts.gameFramework.j.ay,obf-hit,com/corrodinggames/rts/game/units/custom/ay.java
com.corrodinggames.rts.gameFramework.j.b,semantic-hit,com/corrodinggames/rts/gameFramework/network/ChatMessage.java
com.corrodinggames.rts.gameFramework.j.c,semantic-hit,com/corrodinggames/rts/gameFramework/network/PlayerConnect.java
com.corrodinggames.rts.gameFramework.j.c$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/PacketDecoder$1.java
com.corrodinggames.rts.gameFramework.j.d,semantic-hit,com/corrodinggames/rts/gameFramework/network/ReceiveWorker.java
com.corrodinggames.rts.gameFramework.j.e,semantic-hit,com/corrodinggames/rts/gameFramework/network/SendWorker.java
com.corrodinggames.rts.gameFramework.j.f,semantic-hit,com/corrodinggames/rts/gameFramework/network/DebugPacketBuilder.java
com.corrodinggames.rts.gameFramework.j.g,semantic-hit,com/corrodinggames/rts/gameFramework/network/GameServerInfo.java
com.corrodinggames.rts.gameFramework.j.h,semantic-hit,com/corrodinggames/rts/gameFramework/network/SteamSocket.java
com.corrodinggames.rts.gameFramework.j.i,semantic-hit,com/corrodinggames/rts/gameFramework/network/SteamInputStream.java
com.corrodinggames.rts.gameFramework.j.j,semantic-hit,com/corrodinggames/rts/gameFramework/network/SteamOutputStream.java
com.corrodinggames.rts.gameFramework.j.k,semantic-hit,com/corrodinggames/rts/gameFramework/network/InputNetStream.java
com.corrodinggames.rts.gameFramework.j.l,semantic-hit,com/corrodinggames/rts/gameFramework/network/InputNetStream.java
com.corrodinggames.rts.gameFramework.j.m,obf-hit,com/corrodinggames/rts/gameFramework/ui/panels/m.java
com.corrodinggames.rts.gameFramework.j.n,semantic-hit,com/corrodinggames/rts/gameFramework/network/WebAPIClient.java
com.corrodinggames.rts.gameFramework.j.n$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/WebAPIClient$1.java
com.corrodinggames.rts.gameFramework.j.o,semantic-hit,com/corrodinggames/rts/gameFramework/network/RequestTimeout.java
com.corrodinggames.rts.gameFramework.j.p,semantic-hit,com/corrodinggames/rts/gameFramework/network/SelfInfoFetcher.java
com.corrodinggames.rts.gameFramework.j.q,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerListLoader.java
com.corrodinggames.rts.gameFramework.j.q$1,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerListLoader$1.java
com.corrodinggames.rts.gameFramework.j.r,semantic-hit,com/corrodinggames/rts/gameFramework/network/HttpClientPool.java
com.corrodinggames.rts.gameFramework.j.s,semantic-hit,com/corrodinggames/rts/gameFramework/network/PacketSerializer.java
com.corrodinggames.rts.gameFramework.j.t,obf-hit,com/corrodinggames/rts/gameFramework/rendering/t.java
com.corrodinggames.rts.gameFramework.j.u,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerListFetcher.java
com.corrodinggames.rts.gameFramework.j.v,semantic-hit,com/corrodinggames/rts/gameFramework/network/ErrorReporter.java
com.corrodinggames.rts.gameFramework.j.w,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerResult.java
com.corrodinggames.rts.gameFramework.j.x,semantic-hit,com/corrodinggames/rts/gameFramework/network/ServerStatus.java
com.corrodinggames.rts.gameFramework.j.y,semantic-hit,com/corrodinggames/rts/gameFramework/network/MasterServerCreate.java
com.corrodinggames.rts.gameFramework.j.z,semantic-hit,com/corrodinggames/rts/gameFramework/network/MasterServerRemove.java
com.corrodinggames.rts.gameFramework.k,semantic-hit,com/corrodinggames/rts/gameFramework/SleepThread.java
com.corrodinggames.rts.gameFramework.k.a,semantic-hit,com/corrodinggames/rts/game/units/UnitList.java
com.corrodinggames.rts.gameFramework.k.a$1,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/UnitList$1.java
com.corrodinggames.rts.gameFramework.k.b,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/UnitListIterator.java
com.corrodinggames.rts.gameFramework.k.c,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathNode.java
com.corrodinggames.rts.gameFramework.k.d,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/FastNodeQueue.java
com.corrodinggames.rts.gameFramework.k.e,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/NodeQueue.java
com.corrodinggames.rts.gameFramework.k.f,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathCostCalc.java
com.corrodinggames.rts.gameFramework.k.g,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/TerrainCost.java
com.corrodinggames.rts.gameFramework.k.h,obf-hit,com/corrodinggames/rts/game/units/commands/slots/h.java
com.corrodinggames.rts.gameFramework.k.i,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathSolver.java
com.corrodinggames.rts.gameFramework.k.j,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/AStarSearch.java
com.corrodinggames.rts.gameFramework.k.k,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathCostCalculator.java
com.corrodinggames.rts.gameFramework.k.l,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathFinder.java
com.corrodinggames.rts.gameFramework.k.m,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/NodePool.java
com.corrodinggames.rts.gameFramework.k.n,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/AStarNode.java
com.corrodinggames.rts.gameFramework.k.o,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathSolverRunner.java
com.corrodinggames.rts.gameFramework.k.p,semantic-hit,com/corrodinggames/rts/gameFramework/pathfinding/PathNode.java
com.corrodinggames.rts.gameFramework.l,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState.java
com.corrodinggames.rts.gameFramework.l$1,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState$1.java
com.corrodinggames.rts.gameFramework.l$2,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState$2.java
com.corrodinggames.rts.gameFramework.l$2$1,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState$2$1.java
com.corrodinggames.rts.gameFramework.l$2$2,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState$2$2.java
com.corrodinggames.rts.gameFramework.l$3,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState$3.java
com.corrodinggames.rts.gameFramework.l$4,semantic-hit,com/corrodinggames/rts/gameFramework/GlobalState$4.java
com.corrodinggames.rts.gameFramework.l.a,semantic-hit,com/corrodinggames/rts/gameFramework/core/PerformanceMonitor.java
com.corrodinggames.rts.gameFramework.l.b,semantic-hit,com/corrodinggames/rts/gameFramework/core/FilePickerCallback.java
com.corrodinggames.rts.gameFramework.l.c,semantic-hit,com/corrodinggames/rts/gameFramework/core/PlatformBackend.java
com.corrodinggames.rts.gameFramework.m,semantic-hit,com/corrodinggames/rts/gameFramework/WorldGenerator.java
com.corrodinggames.rts.gameFramework.m.a,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/OpenGLRenderer.java
com.corrodinggames.rts.gameFramework.m.aa,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/FontRenderer.java
com.corrodinggames.rts.gameFramework.m.ab,obf-hit,com/corrodinggames/rts/game/units/custom/ab.java
com.corrodinggames.rts.gameFramework.m.ac,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/GL10Renderer.java
com.corrodinggames.rts.gameFramework.m.ad,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/TextureProxy.java
com.corrodinggames.rts.gameFramework.m.ae,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/Shader.java
com.corrodinggames.rts.gameFramework.m.af,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/ShaderUniform.java
com.corrodinggames.rts.gameFramework.m.ag,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/UniquePaint.java
com.corrodinggames.rts.gameFramework.m.b,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/GLTextureRegion.java
com.corrodinggames.rts.gameFramework.m.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.gameFramework.m.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.gameFramework.m.e,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/Texture.java
com.corrodinggames.rts.gameFramework.m.f,semantic-hit,com/corrodinggames/rts/gameFramework/Sprite.java
com.corrodinggames.rts.gameFramework.m.g,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/TextureFrame.java
com.corrodinggames.rts.gameFramework.m.h,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/TeamColorTexture.java
com.corrodinggames.rts.gameFramework.m.i,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/FileShader.java
com.corrodinggames.rts.gameFramework.m.j,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/CanvasRenderer.java
com.corrodinggames.rts.gameFramework.m.k,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/BitmapDrawer.java
com.corrodinggames.rts.gameFramework.m.l,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/Renderer.java
com.corrodinggames.rts.gameFramework.m.m,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/DrawCommand.java
com.corrodinggames.rts.gameFramework.m.n,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/NullRenderer.java
com.corrodinggames.rts.gameFramework.m.o,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/DrawContext.java
com.corrodinggames.rts.gameFramework.m.o$1,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/DrawContext$1.java
com.corrodinggames.rts.gameFramework.m.p,semantic-hit,com/corrodinggames/rts/game/units/custom/EffectConfig.java
com.corrodinggames.rts.gameFramework.m.p$1,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$1.java
com.corrodinggames.rts.gameFramework.m.p$10,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$10.java
com.corrodinggames.rts.gameFramework.m.p$11,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$11.java
com.corrodinggames.rts.gameFramework.m.p$12,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$12.java
com.corrodinggames.rts.gameFramework.m.p$13,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$13.java
com.corrodinggames.rts.gameFramework.m.p$14,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$14.java
com.corrodinggames.rts.gameFramework.m.p$15,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$15.java
com.corrodinggames.rts.gameFramework.m.p$16,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$16.java
com.corrodinggames.rts.gameFramework.m.p$17,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$17.java
com.corrodinggames.rts.gameFramework.m.p$18,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$18.java
com.corrodinggames.rts.gameFramework.m.p$19,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$19.java
com.corrodinggames.rts.gameFramework.m.p$2,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$2.java
com.corrodinggames.rts.gameFramework.m.p$20,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$20.java
com.corrodinggames.rts.gameFramework.m.p$21,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$21.java
com.corrodinggames.rts.gameFramework.m.p$22,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$22.java
com.corrodinggames.rts.gameFramework.m.p$23,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$23.java
com.corrodinggames.rts.gameFramework.m.p$24,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$24.java
com.corrodinggames.rts.gameFramework.m.p$25,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$25.java
com.corrodinggames.rts.gameFramework.m.p$26,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$26.java
com.corrodinggames.rts.gameFramework.m.p$27,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$27.java
com.corrodinggames.rts.gameFramework.m.p$28,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$28.java
com.corrodinggames.rts.gameFramework.m.p$29,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$29.java
com.corrodinggames.rts.gameFramework.m.p$3,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$3.java
com.corrodinggames.rts.gameFramework.m.p$30,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$30.java
com.corrodinggames.rts.gameFramework.m.p$31,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$31.java
com.corrodinggames.rts.gameFramework.m.p$32,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$32.java
com.corrodinggames.rts.gameFramework.m.p$33,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$33.java
com.corrodinggames.rts.gameFramework.m.p$34,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$34.java
com.corrodinggames.rts.gameFramework.m.p$35,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$35.java
com.corrodinggames.rts.gameFramework.m.p$36,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$36.java
com.corrodinggames.rts.gameFramework.m.p$37,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$37.java
com.corrodinggames.rts.gameFramework.m.p$38,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$38.java
com.corrodinggames.rts.gameFramework.m.p$39,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$39.java
com.corrodinggames.rts.gameFramework.m.p$4,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$4.java
com.corrodinggames.rts.gameFramework.m.p$40,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$40.java
com.corrodinggames.rts.gameFramework.m.p$41,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$41.java
com.corrodinggames.rts.gameFramework.m.p$42,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$42.java
com.corrodinggames.rts.gameFramework.m.p$43,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$43.java
com.corrodinggames.rts.gameFramework.m.p$44,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$44.java
com.corrodinggames.rts.gameFramework.m.p$45,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$45.java
com.corrodinggames.rts.gameFramework.m.p$46,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$46.java
com.corrodinggames.rts.gameFramework.m.p$47,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$47.java
com.corrodinggames.rts.gameFramework.m.p$48,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$48.java
com.corrodinggames.rts.gameFramework.m.p$49,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$49.java
com.corrodinggames.rts.gameFramework.m.p$5,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$5.java
com.corrodinggames.rts.gameFramework.m.p$50,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$50.java
com.corrodinggames.rts.gameFramework.m.p$51,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$51.java
com.corrodinggames.rts.gameFramework.m.p$52,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$52.java
com.corrodinggames.rts.gameFramework.m.p$53,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$53.java
com.corrodinggames.rts.gameFramework.m.p$54,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$54.java
com.corrodinggames.rts.gameFramework.m.p$55,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$55.java
com.corrodinggames.rts.gameFramework.m.p$56,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$56.java
com.corrodinggames.rts.gameFramework.m.p$57,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$57.java
com.corrodinggames.rts.gameFramework.m.p$58,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$58.java
com.corrodinggames.rts.gameFramework.m.p$59,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$59.java
com.corrodinggames.rts.gameFramework.m.p$6,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$6.java
com.corrodinggames.rts.gameFramework.m.p$60,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$60.java
com.corrodinggames.rts.gameFramework.m.p$61,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$61.java
com.corrodinggames.rts.gameFramework.m.p$62,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$62.java
com.corrodinggames.rts.gameFramework.m.p$63,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$63.java
com.corrodinggames.rts.gameFramework.m.p$64,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$64.java
com.corrodinggames.rts.gameFramework.m.p$65,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$65.java
com.corrodinggames.rts.gameFramework.m.p$66,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$66.java
com.corrodinggames.rts.gameFramework.m.p$67,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$67.java
com.corrodinggames.rts.gameFramework.m.p$68,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$68.java
com.corrodinggames.rts.gameFramework.m.p$69,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$69.java
com.corrodinggames.rts.gameFramework.m.p$7,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$7.java
com.corrodinggames.rts.gameFramework.m.p$70,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$70.java
com.corrodinggames.rts.gameFramework.m.p$71,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$71.java
com.corrodinggames.rts.gameFramework.m.p$72,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$72.java
com.corrodinggames.rts.gameFramework.m.p$8,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$8.java
com.corrodinggames.rts.gameFramework.m.p$9,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/EffectConfig$9.java
com.corrodinggames.rts.gameFramework.m.q,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/ObjectPool.java
com.corrodinggames.rts.gameFramework.m.r,obf-hit,com/corrodinggames/rts/r.java
com.corrodinggames.rts.gameFramework.m.s,obf-hit,com/corrodinggames/rts/appFramework/s.java
com.corrodinggames.rts.gameFramework.m.t,obf-hit,com/corrodinggames/rts/gameFramework/rendering/t.java
com.corrodinggames.rts.gameFramework.m.u,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/RenderBatch.java
com.corrodinggames.rts.gameFramework.m.v,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/CustomColorFilter.java
com.corrodinggames.rts.gameFramework.m.w,obf-hit,com/corrodinggames/rts/gameFramework/rendering/w.java
com.corrodinggames.rts.gameFramework.m.x,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/TextureManager.java
com.corrodinggames.rts.gameFramework.m.y,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/TextureManagerInterface.java
com.corrodinggames.rts.gameFramework.m.z,semantic-hit,com/corrodinggames/rts/gameFramework/rendering/NullSpriteBatchBackend.java
com.corrodinggames.rts.gameFramework.n,semantic-hit,com/corrodinggames/rts/gameFramework/GameState.java
com.corrodinggames.rts.gameFramework.n.a,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/AITask.java
com.corrodinggames.rts.gameFramework.n.a.a,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/TaskCondition.java
com.corrodinggames.rts.gameFramework.n.a.b,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/TeamTagDetect.java
com.corrodinggames.rts.gameFramework.n.a.c,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/UnitCountCondition.java
com.corrodinggames.rts.gameFramework.n.b,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/AITaskQueue.java
com.corrodinggames.rts.gameFramework.n.c,semantic-hit,com/corrodinggames/rts/gameFramework/aicore/MissionParser.java
